category,national_position,position_evolution,company_name,billing,company_link,Denominación,Objeto Social,Domicilio Social,Localidad,Teléfono,Otros Teléfonos,Fax,Forma Jurídica,Página Web,Otras Webs,Marcas,Actividad
6831,333.833,379,LAULAN GESTION SL,pequeña,https://ranking-empresas.eleconomista.es/LAULAN-GESTION.html,Laulan Gestion Sl,"LA ADQUISICION, URBANIZACION, PARCELACION, CONSTRUCCION, EDIFICACION, CONSTITUCION EN PROPIEDAD HORIZONTAL, REFORMA, AMPLIACION, EXPLOTACION DIRECTA E INDIRECTA, ENAJENACION DE BIENES INMUEBLES, LA REALIZACION DE OBRAS P","CALLE FUEROS , 23 - B",AGURAIN/SALVATIERRA,94530...,,,Sociedad limitada,www.inmobiliaria-agurain.com,,INMOBILIARIA AGURAIN,Agentes de la propiedad inmobiliaria
6831,426.192,(ND),GRUPO RIOJA VITORIA-GASTEIZ SL,pequeña,https://ranking-empresas.eleconomista.es/GRUPO-RIOJA-VITORIA-GASTEIZ.html,Grupo Rioja Vitoria-gasteiz Sl,La intermediación y gestiónde todo tipo de operaciones inmobiliarias,"CALLE RIOJA , 19 - BJ A",VITORIA-GASTEIZ,94512...,,94512...,Sociedad limitada,www.riojainmobiliaria.com,,RIOJA GRUPO VITORIA-GASTEIZ,Agentes de la propiedad inmobiliaria
6831,434.926,(ND),"GESTOIKOS 20, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/GESTOIKOS-20.html,"Gestoikos 20, Sociedad Limitada.",#NAME?,"AVENIDA DE GASTEIZ , 71 - BJ DR",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Agentes de la propiedad inmobiliaria
6831,437.182,38.793,AVENIDA ALAVESA DE INMUEBLES SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/AVENIDA-ALAVESA-INMUEBLES.html,Avenida Alavesa De Inmuebles Sociedad Limitada.,"La participación en sociedades por medio de constitución, ampliación de capital o adquisición de acciones, derecho o participaciones, en compañías nacionales o extranjeras ya existentes o que en el futuro se creen. La asunción de la dirección, con o sin toma de control de toda clase de entidades, p","AVENIDA DE GASTEIZ , 44 - BJ",VITORIA-GASTEIZ,94515...,,,Sociedad limitada,,,,Agentes de la propiedad inmobiliaria
6831,467.664,55.562,SERVICIOS INMOBILIARIOS ARABA SL,pequeña,https://ranking-empresas.eleconomista.es/SERVICIOS-INMOBILIARIOS-ARABA.html,Servicios Inmobiliarios Araba Sl,"PROMOCION, ORDENACION, URBANIZACION Y PARCELACION DE TERRENOS; LA ADMINISTRACION DE INMUEBLES.- LA PRESTACION DE TODO TIPO DE SERVICIOS PARA LA CONSTRUCCION, CONSERVACION, MANTENIMIENTO Y LIMPIEZA DE INMUEBLES.- EL COMER","CALLE DOMINGO BELTRAN DE OTAZU , 44 - BJ",VITORIA-GASTEIZ,94515...,,,Sociedad limitada,www.inmoaraba.com,,,Agentes de la propiedad inmobiliaria
6831,479.729,59.176,"ULRICH SERVICIOS INMOBILIARIOS, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/ULRICH-SERVICIOS-INMOBILIARIOS.html,"Ulrich Servicios Inmobiliarios, Sociedad Limitada.",#NAME?,"CALLE GENERAL ALAVA (GALERIAS ITACA) , 7 - LOC 2",VITORIA-GASTEIZ,94514...,,,Sociedad limitada unipersonal,www.fincasimara.com,,FINCAS IMARA,Agentes de la propiedad inmobiliaria
6832,30.47,60.037,MOUNTAIN VIEW REAL ESTATE SOCIEDAD LIMITADA.,grande,https://ranking-empresas.eleconomista.es/MOUNTAIN-VIEW-REAL-ESTATE.html,Mountain View Real Estate Sociedad Limitada.,"La gestión de proyectos sobre bienes muebles e inmuebles, así como la prestación de todo tipo de servicios relacionados con la comercialización de bienes inmuebles.","CALLE GENERAL ALAVA , 26 -28 PISO 1",VITORIA-GASTEIZ,94523...,,,Sociedad limitada,www.mure.es,,"TOWNHOUSE, MOUNTAIN VIEW REAL ESTATE MURE",Gestión y administración de la propiedad inmobiliaria
6832,35.798,5.594,"DIRODANA PTESLA, SL.",grande,https://ranking-empresas.eleconomista.es/DIRODANA-PTESLA.html,"Dirodana Ptesla, Sl.",Soldados y alicatados.,"CALLE A (P.I. LOS LLANOS) , 5 - NAV 5",IRUÑA OKA/IRUÑA DE OCA,94536...,,,Sociedad limitada unipersonal,www.teslanorte.es,,,Gestión y administración de la propiedad inmobiliaria
6832,39.109,427.5,CARATEVAN S.L.,grande,https://ranking-empresas.eleconomista.es/CARATEVAN.html,Caratevan S.l.,La gestión de proyectos sobre bienes muebles e inmuebles,"CALLE GENERAL ALAVA , 28 - BJ",VITORIA-GASTEIZ,94523...,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,48.052,200.796,INMOLUR ALAVA S.L.,grande,https://ranking-empresas.eleconomista.es/INMOLUR-ALAVA.html,Inmolur Alava S.l.,"La realización de operaciones de comisión y corretaje. La compra venta al por mayor y/ o al por menor de maquinaria y vehículos y de toda clase de productos de uso industrial y/ o doméstico, así como la representación y venta a comisión de los mismos. La prestación de servicios de asesoramiento financ","CALLE LA FLORIDA , 7 - BJ. OF 4",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,57.233,12.939,ALQUILER SOSTENIBLE SOCIEDAD LIMITADA.,grande,https://ranking-empresas.eleconomista.es/ALQUILER-SOSTENIBLE.html,Alquiler Sostenible Sociedad Limitada.,"Compraventa y alquiler de vehículo principalmente camiones, cabezas tractoras y vehículos pesados en general. Compraventa y distribución de productos derivados del petróleo","CALLE BEATO TOMAS DE ZUMARRAGA , 7 - B",VITORIA-GASTEIZ,,,,Sociedad limitada,www.alquilersostenible.com,,,Gestión y administración de la propiedad inmobiliaria
6832,63.823,66.1,GESARQUS 2008 SL,mediana,https://ranking-empresas.eleconomista.es/GESARQUS-2008.html,Gesarqus 2008 Sl,Gestión y administración de la propiedad inmobiliaria y promocion,"CALLE BUZTINZURI , 4 - B",VITORIA-GASTEIZ,94515...,,,Sociedad limitada,www.gesarqus.es,,,Gestión y administración de la propiedad inmobiliaria
6832,77.726,80.154,FLUXIAL NORTE SL.,mediana,https://ranking-empresas.eleconomista.es/FLUXIAL-NORTE.html,Fluxial Norte Sl.,La gestión de proyectos sobre bienes muebles e inmuebles,"CALLE GENERAL ALAVA , 28 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,136.508,12.744,PIOLA GESTION S.L.,mediana,https://ranking-empresas.eleconomista.es/PIOLA-GESTION.html,Piola Gestion S.l.,"La adquisicion, urbanizacion, parcelacion, construccion y edificacion, constitucion en propiedad horizontal, reforma, reahabilitacion, ampliacion, reparacion, explotacion directa o indirecta de toda clase de bienes inmuebles, tanto rusticos como urbanos.","CALLE CONCHA ESPINA , 5 - BJ",VITORIA-GASTEIZ,94529...,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,138.161,(ND),"ADOS OIL, S.L.",mediana,https://ranking-empresas.eleconomista.es/ADOS-OIL.html,"Ados Oil, S.l.",La venta de combustibles,"CALLE BARCELONA , 36 - BJ, LOC 1",VITORIA-GASTEIZ,609.....,,,Sociedad limitada unipersonal,,,,Gestión y administración de la propiedad inmobiliaria
6832,145.317,17.649,"ALMACENES DE STORAGE TKB, S.L.",mediana,https://ranking-empresas.eleconomista.es/ALMACENES-STORAGE-TKB.html,"Almacenes De Storage Tkb, S.l.","a) La prestación de servicios de depósito de mercancías o consigna, así como la prestación de servicios de arrendamiento en los que la sociedad ostente la condición de arrendador. b) El alquiler de trasteros, guardamuebles y mini almacenes, así como la prestación de todo tipo de servicios accesorio","CALLE ARKATXA , 1 - PABELLON 138",VITORIA-GASTEIZ,,,,Sociedad limitada unipersonal,,,"TKB SELFSTORAGE, TKB",Gestión y administración de la propiedad inmobiliaria
6832,173.116,(ND),"CRUZ DE NIVELLE, SOCIEDAD LIMITADA.",mediana,https://ranking-empresas.eleconomista.es/CRUZ-NIVELLE.html,"Cruz De Nivelle, Sociedad Limitada.",La gestión de proyectos sobre bienes muebles e inmuebles,"CALLE GENERAL ALAVA , 28 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,233.942,15.78,ARABAKO IBAIAK SL,pequeña,https://ranking-empresas.eleconomista.es/ARABAKO-IBAIAK.html,Arabako Ibaiak Sl,Servicios inmobiliarios en general.,"CALLE GENERAL ALAVA , 26",VITORIA-GASTEIZ,94556...,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,274.246,(ND),SIA SERVICIOS INMOBILIARIOS S.L.,pequeña,https://ranking-empresas.eleconomista.es/SIA-SERVICIOS-INMOBILIARIOS.html,Sia Servicios Inmobiliarios S.l.,"La consultoría, asesoría e intermediación inmobiliaria; comerico de inmuebles; Administración y gestión de comunidades de propietarios y cooperativas","PASEO DE LA MUSICA , 1 - BJ",VITORIA-GASTEIZ,94512...,,,Sociedad limitada,www.siaservicios.es,,,Gestión y administración de la propiedad inmobiliaria
6832,304.131,102.403,COSMOS TRES SESENTA EINMOBILIARIA SL,pequeña,https://ranking-empresas.eleconomista.es/COSMOS-TRES-SESENTA-EINMOBILIARIA.html,Cosmos Tres Sesenta Einmobiliaria Sl,LA INTERMEDIACION EN LA COMPRAVENTA Y ARRENDAMIENTO DE TODA CLASE DE INMUEBLES Y SOLARES. LA COMPRA VENTA ALQUILER Y URBANIZACION DE TERRENOS Y SOLARES. LA COMPRA VENTA ALQUILER PROMOCION Y CONSTRUCCION DE EDIFICIOS DE U,"CALLE FUEROS , 16 - BJ IZ",VITORIA-GASTEIZ,94523...,,,Sociedad limitada unipersonal,,,ESTIBALIZ INMOBILIARIA,Gestión y administración de la propiedad inmobiliaria
6832,362.994,24.138,"INMOBEGAN 3.0, S.L.",pequeña,https://ranking-empresas.eleconomista.es/INMOBEGAN-30.html,"Inmobegan 3.0, S.l.","COMERCIO DE INMUEBLES, VALORES MOBILIARIOS, CONSTRUCCION EN GENERAL","CALLE SANTIAGO RAMON Y CAJAL , 15 - BJ",VITORIA-GASTEIZ,610.....,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,363.282,284.684,"OLARIZU INVERSIONES, SL.",pequeña,https://ranking-empresas.eleconomista.es/OLARIZU-INVERSIONES.html,"Olarizu Inversiones, Sl.",La gestión de proyectos sobre bienes muebles e inmuebles,"CALLE GENERAL ALAVA , 28 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,367.693,41.629,PROMOCIONES INMOBILIARIAS LARDERO SL,pequeña,https://ranking-empresas.eleconomista.es/PROMOCIONES-INMOBILIARIAS-LARDERO.html,Promociones Inmobiliarias Lardero Sl,"LA ADQUISICION DE TERRENOS, ASI COMO SU ACONDICIONAMIENTO, PLANEAMIENTO Y URBANIZACION LA COMPRA, VENTA, TRANSMISION, ADQUISICION, ARRENDAMIENTO, PROMOCION, CONSTRUCCION Y COMERCIALIZACION EN GENERAL, COMPLETA O POR RAMO","TRAVESIA MAYOR , 10",BAÑOS DE EBRO/MAÑUETA,94113...,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,387.9,74.04,"PISOS Y MAS VITORIA, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/PISOS-MAS-VITORIA.html,"Pisos Y Mas Vitoria, Sociedad Limitada.","a) La intermediación y comercialización en el mercado inmobiliario, en la compra, venta o arrendamiento de terrenos rústicos o urbanos, así como en la compra, venta, construcción o arrendamiento de inmuebles. b) Servicios y preparación de estudios inmobiliarios. c) La construcción, rehabilitación y","CALLE PINTOR IGNACIO DIAZ RUIZ DE OLANO , 5 - BJ",VITORIA-GASTEIZ,616.....,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,390.344,42.354,ADMINISTRACIONES DE FINCAS GASTEIZ SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/ADMINISTRACIONES-FINCAS-GASTEIZ.html,Administraciones De Fincas Gasteiz Sociedad Limitada.,La adminisdtración de comunidades de propietarios correspondientes a fincas urbanas de todas clases. Coordinación de gremios. Contrataciónde toda clase de seguros,"AVENIDA JUDIMENDI , 12 -14. BJ IZ AVD",VITORIA-GASTEIZ,94527...,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,391.493,328.998,FANDIMIX S.L.,pequeña,https://ranking-empresas.eleconomista.es/FANDIMIX.html,Fandimix S.l.,La gestión de proyectos sobre bienes muebles e inmuebles,"CALLE GENERAL ALAVA , 28 - BJ",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,419.002,51.822,MURINTXA SL,pequeña,https://ranking-empresas.eleconomista.es/MURINTXA.html,Murintxa Sl,LA ADMINISTRACION DE FINCAS,"CALLE PORTAL DE CASTILLA , 58",VITORIA-GASTEIZ,94506...,,,Sociedad limitada,www.murintxa.com,,,Gestión y administración de la propiedad inmobiliaria
6832,430.168,37.54,ADMINISTRACIONES SERGECO SL,pequeña,https://ranking-empresas.eleconomista.es/ADMINISTRACIONES-SERGECO.html,Administraciones Sergeco Sl,"GESTION DE COMUNIDADES, SEGUROS, ASESORIA FISCAL CONTABLE.","CALLE ADRIANO VI , 33 - BJ",VITORIA-GASTEIZ,94522...,,,Sociedad limitada,www.administraciones-sergeco.com,,,Gestión y administración de la propiedad inmobiliaria
6832,448.842,59.449,GESKO ASESORIA JURIDICA Y ADMINISTRACION DE FINCAS S.L.,pequeña,https://ranking-empresas.eleconomista.es/GESKO-ASESORIA-JURIDICA-ADMINISTRACION-FINCAS.html,Gesko Asesoria Juridica Y Administracion De Fincas S.l.,"El asesoramiento jurídico, fiscal, contable, en materia de seguros y la administración de fincas así como cualquier tipo de actividad relacionada conestas cuestiones","CALLE KOLDO MITXELENA , 15 - BJ",VITORIA-GASTEIZ,94501...,,,Sociedad limitada,www.gesko.es,,,Gestión y administración de la propiedad inmobiliaria
6832,449.198,48.662,ADMINISTRACION DE COMUNIDADES COFINSA VITORIA SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/ADMINISTRACION-COMUNIDADES-COFINSA-VITORIA.html,Administracion De Comunidades Cofinsa Vitoria Sociedad Limitada.,"Administración de fincas, comunidades y gestión de inmuebles, asesoramiento y gestión inmobiliaria y de gestión de propiedad horizontal. La adquisición, tenencia, disfrute y administración de valores mobiliarios y cualesquiera otros activos financieros, por cuenta propia, en todo tipo de sociedades,","CALLE JOSE MARDONES , 1 - BJ",VITORIA-GASTEIZ,94528...,,,Sociedad limitada unipersonal,www.cofinsavitoria.com,,,Gestión y administración de la propiedad inmobiliaria
6832,453.242,(ND),"AZET CONSULTORIA Y GESTION, S.L.",pequeña,https://ranking-empresas.eleconomista.es/AZET-CONSULTORIA-GESTION.html,"Azet Consultoria Y Gestion, S.l.","-i) Servicios de comercialización tanto en compraventa como en arrendamiento de bienes inmuebles con el objetivo de satisfacer las necesidades de los usuarios, propietarios e inversores de forma ágil y transparente. ii) Servicio integral, personalizado, flexible y riguroso que permite al cliente ma","CALLE ELVIRA ZULUETA , 14 - B, 1 B.",VITORIA-GASTEIZ,94527...,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,468.92,38.425,FURCAREN SL,pequeña,https://ranking-empresas.eleconomista.es/FURCAREN.html,Furcaren Sl,"LA PROMOCION Y FOMENTO DE EMPRESAS; SUSCRIPCION DE TITULOS DE RENTA FIJA EMITIDOS POR LAS ENTIDADES, ETC","CALLE GENERAL ALAVA (GALERIAS IAS ITACA) , 7",VITORIA-GASTEIZ,94513...,,,Sociedad limitada,,,,Gestión y administración de la propiedad inmobiliaria
6832,485.516,31.611,INMOBILIARIA SALBURUA SL,pequeña,https://ranking-empresas.eleconomista.es/INMOBILIARIA-SALBURUA.html,Inmobiliaria Salburua Sl,"A. CUALQUIER MEDIO LEGALMENTE ADMITIDO, DE TODA CLASE DE EDIFICACIONES, EJECUTADAS POR CUENTA PROPIA O DE TERCEROS. B. LA ADQUISICION DE TERRENOS, SU URBANIZACION, PARCELACION Y REPARCELACION, VENTA O TRANSMISION DE PARC","CALLE OLAGUIBEL , 56 - B",VITORIA-GASTEIZ,94526...,,,Sociedad limitada,www.estupiso.com,,,Gestión y administración de la propiedad inmobiliaria
6910,38.424,4.298,B. K. CONSULTING ABOGADOS & ASESORES S.A.,grande,https://ranking-empresas.eleconomista.es/BK-CONSULTING-ABOGADOS-ASESORES.html,B. K. Consulting Abogados & Asesores S.a.,Prestación de actividades jurídicas y servicios de asesoría en general.,"CALLE BEATO TOMAS DE ZUMARRAGA , 7 - B",VITORIA-GASTEIZ,94515...,,,Sociedad anónima,www.bketl.es,,BK CONSULTING,Actividades jurídicas
6910,60.878,28.51,"PKF ATTEST ASESORES LEGALES Y FISCALES, S.L.",grande,https://ranking-empresas.eleconomista.es/PKF-ATTEST-ASESORES-LEGALES-FISCALES.html,"Pkf Attest Asesores Legales Y Fiscales, S.l.",Gestión y explotación de asesoría jurídica y laboral.,"CALLE EDUARDO DATO , 12",VITORIA-GASTEIZ,94424...,,94514...,Sociedad limitada,www.pkf-attest.es,,,Actividades jurídicas
6910,155.459,1.426,FDET ABOGADOS ASOCIADOS S.L.P.,mediana,https://ranking-empresas.eleconomista.es/FDET-ABOGADOS-ASOCIADOS-SLP.html,Fdet Abogados Asociados S.l.p.,Despacho de abogados.,"CALLE MANUEL IRADIER , 3 - BJ",VITORIA-GASTEIZ,94513...,,,Sociedad limitada profesional,www.troconiz.com,,,Actividades jurídicas
6910,156.057,18.63,"EKAIN ABOKATUAK, S.A.",mediana,https://ranking-empresas.eleconomista.es/EKAIN-ABOKATUAK.html,"Ekain Abokatuak, S.a.",Despacho de abogados especializados en derecho administrativo,"CALLE HERRERIA , 28 - BJ",VITORIA-GASTEIZ,94527...,,,Sociedad anónima,www.ekain.eus,,EKAIN ABOKATUAK,Actividades jurídicas
6910,162.646,27.021,GUEVARA Y MEDRANO ABOGADOS SOCIEDAD LIMITADA,mediana,https://ranking-empresas.eleconomista.es/GUEVARA-MEDRANO-ABOGADOS.html,Guevara Y Medrano Abogados Sociedad Limitada,Gestión y explotación de despacho de abogados.,"CALLE VICENTE GOICOECHEA , 6",VITORIA-GASTEIZ,94525...,,94525...,Sociedad limitada,www.guevaraymedrano.es,,,Actividades jurídicas
6910,170.157,23.172,A & L BUFETE JURIDICO Y TRIBUTARIO SL,mediana,https://ranking-empresas.eleconomista.es/AL-BUFETE-JURIDICO-TRIBUTARIO.html,A & L Bufete Juridico Y Tributario Sl,PRESTACION DE SERVICIOS DE ASESORAMIENTO,"CALLE EDUARDO DATO , 40 - ESCALERA IZ- 1º DCHA",VITORIA-GASTEIZ,615.....,,,Sociedad limitada,www.derechocolaborativo.es,,A&L BUFETE JURIDICO Y TRIBUTARIO,Actividades jurídicas
6910,183.81,30.471,ABOASER SL,mediana,https://ranking-empresas.eleconomista.es/ABOASER.html,Aboaser Sl,"ASESORAMIENTO JURIDICO, FISCAL, CONTABLE, SEGUROS Y ADMINISTRACION DE FINCAS","CALLE JOAQUIN JOSE LANDAZURI , 7 - 1",VITORIA-GASTEIZ,94530...,,,Sociedad limitada,,,,Actividades jurídicas
6910,233.454,29.049,BARBARA & URIARTE ABOGADOS SLP,pequeña,https://ranking-empresas.eleconomista.es/BARBARA-URIARTE-ABOGADOS-SLP.html,Barbara & Uriarte Abogados Slp,"LA ACTIVIDAD PROPIA DE LOS PROFESIONALES DEL DERECHO, EN TODAS SUS ESPECIALIDADES, A TRAVES DE LOS PROFESIONALES HABILITADOS PARA ELLO, .","CALLE SANTIAGO RAMON Y CAJAL , 3 - BJ",VITORIA-GASTEIZ,94521...,,,Sociedad limitada profesional,www.barbarauriarte.com,,,Actividades jurídicas
6910,263.518,12.39,VADILLO ASESORES SOLUCIONES JURIDICAS A EMPRESAS S.L.,pequeña,https://ranking-empresas.eleconomista.es/VADILLO-ASESORES-SOLUCIONES-JURIDICAS-EMPRESAS.html,Vadillo Asesores Soluciones Juridicas A Empresas S.l.,"INTERMEDIACION EN LA PRESTACION DE SERVICIOS ENTRE EL CLIENTE FINAL Y LOS PROFESIONALES PERSONAS FISICAS QUE DESARROLLEN LAS ACTIVIDADES, ASI COMO LA COORDINACION DE LAS DIFERENTES PRESTACIONES ESPECIFICAS Y LOS MEDIOS N","CALLE PADULETA (POL INDUSTRIAL) , 55 - OFICINA 107",VITORIA-GASTEIZ,94522...,,94524...,Sociedad limitada,www.grupovadillo.com,,GESCONTE,Actividades jurídicas
6910,304.847,(ND),GESOC-GESTION SOCIAL SLP,pequeña,https://ranking-empresas.eleconomista.es/GESOC-GESTION-SOCIAL-SLP.html,Gesoc-gestion Social Slp,LA SOCIEDAD TIENE POR OBJETO EXCLUSIVO LA ACTIVIDAD PROPIA DEL EJERCICIO DE LA PROFESION DE GRADUADO SOCIAL.,"CALLE POSTAS , 18 - 6",VITORIA-GASTEIZ,629.....,,94513...,Sociedad limitada profesional,,,,Actividades jurídicas
6910,310.612,78.224,ANBIMA ABOGADOS-ASESORES LEGALES S.L.P,pequeña,https://ranking-empresas.eleconomista.es/ANBIMA-ABOGADOS-ASESORES-LEGALES-SLP.html,Anbima Abogados-asesores Legales S.l.p,La actividad propia del ejercicio de la bogacia,"CALLE SANTIAGO RAMON Y CAJAL , 7 -9",VITORIA-GASTEIZ,94514...,,,Sociedad limitada profesional,,,,Actividades jurídicas
6910,332.297,31.422,LAN-ABOGADOS S.L. L.,pequeña,https://ranking-empresas.eleconomista.es/LAN-ABOGADOS-L.html,Lan-abogados S.l. L.,"La actividad propia de los profesionales del derecho, en todas sus especialidades, a través de los profesionales habilitados para ello, y sin otro carácter limitativo que aquellas actividades para cuyo ejercicio la Ley exijarequisitos especiales que no queden cumplidos por esta Sociedad","CALLE ADRIANO VI , 10 - PISO 1",VITORIA-GASTEIZ,94514...,,,Sociedad limitada laboral,,,,Actividades jurídicas
6910,332.859,26.401,PINEDO ASESORES SL,pequeña,https://ranking-empresas.eleconomista.es/PINEDO-ASESORES.html,Pinedo Asesores Sl,,"CALLE ELEXONDO , 2 - ENT",AMURRIO,,,94589...,Sociedad limitada,,,,Actividades jurídicas
6910,366.509,41.552,IMAZ ASESORES SL,pequeña,https://ranking-empresas.eleconomista.es/IMAZ-ASESORES.html,Imaz Asesores Sl,"ASESORAMIENTO DE TODO TIPO DE PERSONAS, YA SEAN FISICAS O JURIDICAS, EN MATERIA LABORAL, FISCAL, CONTABLE Y JURIDICA.","CALLE FUEROS , 13 - PISO 1",VITORIA-GASTEIZ,,,94514...,Sociedad limitada,,,,Actividades jurídicas
6910,370.757,47.503,PYMES ASESORIA INTEGRAL DE EMPRESAS SL,pequeña,https://ranking-empresas.eleconomista.es/PYMES-ASESORIA-INTEGRAL-EMPRESAS.html,Pymes Asesoria Integral De Empresas Sl,"SERVICIO DE INFORMACION, REPRESENTACION, TRAMITACION Y ASESORAMIENTO EN MATERIA LABORAL, MERCANTIL, FISCAL, CONTABLE.","AVENIDA DE SANTIAGO , 19 - OFICINA",VITORIA-GASTEIZ,94525...,,,Sociedad limitada,,,,Actividades jurídicas
6910,379.135,34.016,GARRIDO ABOGADOS SLP,pequeña,https://ranking-empresas.eleconomista.es/GARRIDO-ABOGADOS-SLP.html,Garrido Abogados Slp,LA SOCIEDAD TIENE POR OBJETO EXCLUSIVO LA ACTIVIDAD PROPIA DEL EJERCICIO DE LA ABOGACIA.,"CALLE EDUARDO DATO , 4 - 2",VITORIA-GASTEIZ,94523...,,94513...,Sociedad limitada,www.garridoabogados.com,,,Actividades jurídicas
6910,400.831,71.374,JAVIER MARTINEZ GONZALEZ SLP,pequeña,https://ranking-empresas.eleconomista.es/JAVIER-MARTINEZ-GONZALEZ-SLP.html,Javier Martinez Gonzalez Slp,LA ACTIVIDAD PROPIA DEL EJERCICIO DE LA ABOGACIA.,"CALLE EDUARDO DATO , 18 - PLT 1 PTA B",VITORIA-GASTEIZ,94514...,,,Sociedad limitada nueva empresa,,,,Actividades jurídicas
6910,403.203,41.217,RTN MURIEL ABOGADOS S.L.P.,pequeña,https://ranking-empresas.eleconomista.es/RTN-MURIEL-ABOGADOS-SLP.html,Rtn Muriel Abogados S.l.p.,LA PRESTACION DE SERVICIOS PROPIOS DE LA ACTIVIDAD DE LA ABOGACIA,"PASEO DE LA FLORIDA , 3 - PISO 1 18B",VITORIA-GASTEIZ,,,,Sociedad limitada profesional,,,,Actividades jurídicas
6910,428.432,16.211,ZARATE-ZULAICA SLP,pequeña,https://ranking-empresas.eleconomista.es/ZARATE-ZULAICA-SLP.html,Zarate-zulaica Slp,Actividad propia de los profesionales de la abogacía.,"PASEO DE LA FLORIDA , 3 - 1",VITORIA-GASTEIZ,94531...,,,Sociedad limitada profesional,,,,Actividades jurídicas
6910,461.033,55.67,"ORTEGA ABOGADOS Y ASESORES, S.L.P.",pequeña,https://ranking-empresas.eleconomista.es/ORTEGA-ABOGADOS-ASESORES-SLP.html,"Ortega Abogados Y Asesores, S.l.p.","La prestación de servicios de Abogacía, y dentro de dicho ámbito, el asesoramiento jurídico, fiscal y contable.","CALLE POSTAS , 18 - 5",VITORIA-GASTEIZ,94503...,,,Sociedad limitada unipersonal,,,,Actividades jurídicas
6910,470.618,56.679,BEGOANBE SL,pequeña,https://ranking-empresas.eleconomista.es/BEGOANBE.html,Begoanbe Sl,"La administración de fincas y comunidades de propietarios y la intermediación y coordinación en la prestación de servicios de asesoría jurídica y asistencia judicial o cualesquiera otros, empresariales, o profesionales, a favor de comunidades de propietarios, particulares y empresas","CALLE ADRIANO VI , 20 - PISO 6 OFICINA 2",VITORIA-GASTEIZ,94500...,,,Sociedad limitada,,,,Actividades jurídicas
6910,471.191,(ND),SUASOR LEX VITORIA S.L.,pequeña,https://ranking-empresas.eleconomista.es/SUASOR-LEX-VITORIA.html,Suasor Lex Vitoria S.l.,COMERCIO DE INMUEBLES; CONSTRUCCION EN GENERAL,"AVENIDA DE GASTEIZ , 22 - 1.BIS OF 6",VITORIA-GASTEIZ,,,,Sociedad limitada,,,,Actividades jurídicas
6910,479.62,44.767,EGUILUZ Y OGUETA SL,pequeña,https://ranking-empresas.eleconomista.es/EGUILUZ-OGUETA.html,Eguiluz Y Ogueta Sl,LA REALIZACION DE TRABAJOS DE,"CALLE LA LIBERTAD , 5 - PLT 1 IZDA",VITORIA-GASTEIZ,94526...,,,Sociedad limitada,,,,Actividades jurídicas
6910,491.437,62.404,"RUIZ DE INFANTE, ABOGADOS, SL",pequeña,https://ranking-empresas.eleconomista.es/RUIZ-INFANTE-ABOGADOS.html,"Ruiz De Infante, Abogados, Sl","La intermediación en la prestación de servicios de asesoramiento y consultoría fiscal, jurídico, marketing, financiero, contable, empresarial y comercial.","CALLE ARANZABAL , 9 - OFICINA 9",VITORIA-GASTEIZ,94523...,,94514...,Sociedad limitada,www.ruizdeinfanteabogados.com,,,Actividades jurídicas
6910,495.187,51.594,ESSAN ABOGADOS S.L.P.,pequeña,https://ranking-empresas.eleconomista.es/ESSAN-ABOGADOS-SLP.html,Essan Abogados S.l.p.,LA ACTIVIDAD PROPIA DEL EJERCICIO DE LA ABOGACIA.,"AVENIDA REINA SOFIA , 21 - BJ",VITORIA-GASTEIZ,94513...,,,Sociedad limitada profesional,,,,Actividades jurídicas
