category,national_position,position_evolution,company_name,billing,company_link,Denominación,Objeto Social,Domicilio Social,Localidad,Teléfono,Otros Teléfonos,Fax,Forma Jurídica,Página Web,Otras Webs,Marcas,Actividad
4662,56.346,1.026,GEDORE IBERICA SL,grande,https://ranking-empresas.eleconomista.es/GEDORE-IBERICA.html,Gedore Iberica Sl,Comercio al mayor de herramienta y máquina-herramienta,"CALLE ARANGUTXI , 12 - B",VITORIA-GASTEIZ,94529...,,,Sociedad limitada,www.gedore.es,,,Comercio al por mayor de máquinas herramienta
4662,82.955,8.601,EPSILON GAMES MEDIA S.L.,mediana,https://ranking-empresas.eleconomista.es/EPSILON-GAMES-MEDIA.html,Epsilon Games Media S.l.,Comercialización y distribución de maquinas recreativas y de apuestas.,"CALLE PADULETA , 55 - OFICINA 102",VITORIA-GASTEIZ,94513...,,94513...,Sociedad limitada unipersonal,,,,Comercio al por mayor de máquinas herramienta
4662,85.232,13.512,IRAHER TRESNAK SOCIEDAD LIMITADA.,mediana,https://ranking-empresas.eleconomista.es/IRAHER-TRESNAK.html,Iraher Tresnak Sociedad Limitada.,"Comercialización de herramientas de sustitución para fresado, mecanizado, etc.","CALLE SORALUZE , 9",VITORIA-GASTEIZ,94525...,,,Sociedad limitada,www.iraher.com,,,Comercio al por mayor de máquinas herramienta
4662,107.005,6.446,SUMINISTROS TOT GARAIS SL,mediana,https://ranking-empresas.eleconomista.es/SUMINISTROS-TOT-GARAIS.html,Suministros Tot Garais Sl,Venta al por mayor y menor de maquinaria de soldadura,"CALLE PORTAL DE BERGARA , 21",VITORIA-GASTEIZ,94527...,,,Sociedad limitada unipersonal,www.tot-garais.com,,"4 marcas, entre ellas: PERMA P, TG TOT-GARAIS...",Comercio al por mayor de máquinas herramienta
4662,178.811,9.842,ROALSA MAQUINARIA SL,mediana,https://ranking-empresas.eleconomista.es/ROALSA-MAQUINARIA.html,Roalsa Maquinaria Sl,Comercio al por mayor de máquinas herramienta para madera,"CALLE PORTAL DE GAMARRA , 23 - B",VITORIA-GASTEIZ,94525...,,94528...,Sociedad limitada,www.roalsa.com,,,Comercio al por mayor de máquinas herramienta
4662,194.701,16.866,LANDA METAL S.L.,mediana,https://ranking-empresas.eleconomista.es/LANDA-METAL.html,Landa Metal S.l.,Comercialización de piezas metálicas.,"CALLE ZORROLLETA , 3",VITORIA-GASTEIZ,672.....,,,Sociedad limitada,www.landametal.com,,,Comercio al por mayor de máquinas herramienta
4662,237.297,18.217,HECOBA SL,pequeña,https://ranking-empresas.eleconomista.es/HECOBA.html,Hecoba Sl,COMERCIALIZACION DE HERRAMIENTAS DE CORTE.,"AVENIDA DE LOS OLMOS , 1",VITORIA-GASTEIZ,94526...,,94528...,Sociedad limitada,www.hecoba.com,,HECOBA,Comercio al por mayor de máquinas herramienta
4662,257.65,25.743,EMBALAJES SIMAGRAP SL,pequeña,https://ranking-empresas.eleconomista.es/EMBALAJES-SIMAGRAP.html,Embalajes Simagrap Sl,"Comercialización de maquinaria (clavadora, grapadora , flejadora...)","CALLE GERNIKAKO ARBOLA , 4 - ESC 2 PISO 4 F",VITORIA-GASTEIZ,94529...,,94529...,Sociedad limitada,www.simagrap.com,,,Comercio al por mayor de máquinas herramienta
4662,354.682,54.808,SUMINISTROS HERMA SL,pequeña,https://ranking-empresas.eleconomista.es/SUMINISTROS-HERMA.html,Suministros Herma Sl,"COMERCIALIZACION Y VENTA DE TODA CLASE DE HERRAMIENTAS, COMPRA VENTA DE INMUEBLES, TANTO RUSTICOS COMO URBANOS.","CALLE PORTAL DE LEGUTIANO , 50 - 50",VITORIA-GASTEIZ,94527...,,94526...,Sociedad limitada,www.suministrosherma.info,,,Comercio al por mayor de máquinas herramienta
4662,389.123,15.845,TRADING ONTO SL,pequeña,https://ranking-empresas.eleconomista.es/TRADING-ONTO.html,Trading Onto Sl,"REPRESENTACION DE MAYORISTAS DE TODA CLASE DE MAQUINARIA PARA PASTELERIA Y PANADERIA, ASI COMO DE MATERIAS PRIMAS PARA SU ALIMENTACION. COMERCIO AL POR MAYOR Y MENOR DE TODA CLASE DE MAQUINARIA PARA PASTELERIA, PANADERIA","CALLE BUZTINZURI , 12 - TRASERA",VITORIA-GASTEIZ,94514...,,,Sociedad limitada unipersonal,www.cakeart.net,,,Comercio al por mayor de máquinas herramienta
4662,393.104,38.08,"GLEZ & SCHUBERT, SOCIEDAD LIMITADA.",pequeña,https://ranking-empresas.eleconomista.es/GLEZ-SCHUBERT.html,"Glez & Schubert, Sociedad Limitada.",#NAME?,"CALLE PALOMARES (POL INDUSTRIAL CS BLAN) , 35",LAGUARDIA,,,,Sociedad limitada,,,,Comercio al por mayor de máquinas herramienta
4665,169.349,735,BRICOMAR ALAVA 2 SA,mediana,https://ranking-empresas.eleconomista.es/BRICOMAR-ALAVA-2.html,Bricomar Alava 2 Sa,Comercio al por mayor de muebles de cocina,"CALLE BARRATXI , 8 - PG IND GAMARRA NAVES 3-4",VITORIA-GASTEIZ,94527...,,94527...,Sociedad anónima,www.bricomaralava.com,,,Comercio al por mayor de muebles de oficina
4665,213.617,34.889,BZ2 ALAVA SL,pequeña,https://ranking-empresas.eleconomista.es/BZ2-ALAVA.html,Bz2 Alava Sl,Comercio al por mayor de mobiliario de oficina,"CALLE JOSE MARIA IPARRAGIRRE , 1 - PABELLON 10",VITORIA-GASTEIZ,94512...,,94512...,Sociedad limitada,www.bz2mobiliario.com,,,Comercio al por mayor de muebles de oficina
4665,239.977,24.509,ARANDAKI SL,pequeña,https://ranking-empresas.eleconomista.es/ARANDAKI.html,Arandaki Sl,COMERCIO AL POR MAYOR DE PAPELERIA Y MATERIAL DE OFICINA.,"CALLE PORTAL DE GAMARRA , 9 - PAB 24",VITORIA-GASTEIZ,94527...,,94527...,Sociedad limitada unipersonal,www.arandaki.com,,,Comercio al por mayor de muebles de oficina
4665,262.647,12.629,"YALBERAIN, S.L.",pequeña,https://ranking-empresas.eleconomista.es/YALBERAIN.html,"Yalberain, S.l.","El comercio al por mayor y al por menor de material de oficina y mobiliario, artículos de papelería, escritorio, dibujo y escolar","CALLE PORTAL DE GAMARRA , 9 - B",VITORIA-GASTEIZ,606.....,,,Sociedad limitada unipersonal,,,,Comercio al por mayor de muebles de oficina
4666,175.654,10.22,COMERCIAL MAQUELSA ALAVA 2008 SL,mediana,https://ranking-empresas.eleconomista.es/COMERCIAL-MAQUELSA-ALAVA-2008.html,Comercial Maquelsa Alava 2008 Sl,Comercio al por mayor y por menor de material de oficina y ofimática.,"AVENIDA CANTABRICO , 12 - PAB 17 B",VITORIA-GASTEIZ,94527...,,94526...,Sociedad limitada,www.maquelsa.com,,,Comercio al por mayor de otra maquinaria y equipo de oficina
4666,186.437,(ND),REGISTRADORAS PRADOS SL,mediana,https://ranking-empresas.eleconomista.es/REGISTRADORAS-PRADOS.html,Registradoras Prados Sl,"COMERCIO, REPARACION Y MANTENIMIENTO DE REGISTRADORAS, EQUIPOS INFORMATICOS Y DE OFICINA, MOBILIARIO Y MATERIAL DE OFICINA, ETC.","CALLE URBINA , 21 - B",VITORIA-GASTEIZ,94526...,,94527...,Sociedad limitada unipersonal,,,,Comercio al por mayor de otra maquinaria y equipo de oficina
4666,255.385,(ND),STAND-18 SL,pequeña,https://ranking-empresas.eleconomista.es/STAND18.html,Stand-18 Sl,"COMERCIO DE MATERIAL DE OFICINA, INFORMATICO, OFIMATICO, MOBILIARIO, ETC.","CALLE DOMINGO BELTRAN DE OTAZU , 31 - BJ",VITORIA-GASTEIZ,94528...,,94512...,Sociedad limitada unipersonal,,,,Comercio al por mayor de otra maquinaria y equipo de oficina
4669,2.353,26,SMC ESPAÑA SA,97.569.000,https://ranking-empresas.eleconomista.es/SMC-ESPANA.html,Smc España Sa,Comercio al por mayor de maquinaria neumática.,"CALLE ZUAZOBIDEA , 14 - POL. IND. JUNDIZ",VITORIA-GASTEIZ,945184100,,,Sociedad anónima unipersonal,www.smc.eu,,"ALDS AUTOMATIC LEAK DETECTION SYSTEM, ENERGY SAVING SOLUTIONS",Comercio al por mayor de otra maquinaria y equipo
4669,9.455,196,SERVICIOS Y SUMINISTROS AUXITEC SL,24.896.376,https://ranking-empresas.eleconomista.es/SERVICIOS-SUMINISTROS-AUXITEC.html,Servicios Y Suministros Auxitec Sl,SUMINISTROS INDUSTRIALES,"CALLE GOIKOBERAZA (PG IND DE JUNDIZ) , 12",VITORIA-GASTEIZ,945290006,"914442883
945319105
945305814",945290451,Sociedad limitada unipersonal,www.auxitec.net,,AUXITEC SERVICIOS Y SUMINISTROS,Comercio al por mayor de otra maquinaria y equipo
4669,22.223,575,SAGOLA SA,grande,https://ranking-empresas.eleconomista.es/SAGOLA.html,Sagola Sa,Producción y comercialización al por mayor de equipos aerográficos.,"CALLE URARTEA , 6 - B",VITORIA-GASTEIZ,94533...,,,Sociedad anónima unipersonal,www.sagola.com,,"15 marcas, entre ellas: SAGOLA, S SAGOLA...",Comercio al por mayor de otra maquinaria y equipo
4669,23.856,3.238,XCENTRIC RIPPER INTERNATIONAL S.L.,grande,https://ranking-empresas.eleconomista.es/XCENTRIC-RIPPER-INTERNATIONAL.html,Xcentric Ripper International S.l.,"Comercialización de implementos para excavadoras (enganches rápidos, cazos, e implementos especiales tales como ripper, cabezales) .","CALLE ARRIURDINA (POL INDUSTRIAL DE JUNDIZ) , 15 - BJ",VITORIA-GASTEIZ,94529...,,,Sociedad limitada,www.xcentricripper.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,26.098,1.232,RODAMIENTOS ARIZTI SL,grande,https://ranking-empresas.eleconomista.es/RODAMIENTOS-ARIZTI.html,Rodamientos Arizti Sl,"Suministro y mantenimiento de rodamientos, elementos de transmisión de potencia, estanqueidad, adhesivos y otros productos.","CALLE PORTAL DE BERGARA , 2 - PAB 6 A",VITORIA-GASTEIZ,94525...,,94528...,Sociedad limitada unipersonal,www.arizti.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,34.047,2.901,BROTOMATIC SL,grande,https://ranking-empresas.eleconomista.es/BROTOMATIC.html,Brotomatic Sl,Comercio al por menor de maquinaria industrial,"CALLE SAN MIGUEL DE ATXA , 2 - B",VITORIA-GASTEIZ,94524...,,94522...,Sociedad limitada,www.brotomatic.es,,"CBM COMERCIAL BROTOMATIC, S.L., BROTOMATIC",Comercio al por mayor de otra maquinaria y equipo
4669,36.537,12.408,AGRUPACION DE SUMINISTROS INDUSTRIALES DE ESPAÑA SL,grande,https://ranking-empresas.eleconomista.es/AGRUPACION-SUMINISTROS-INDUSTRIALES-ESPANA.html,Agrupacion De Suministros Industriales De España Sl,Comercio mayor de suministros industriales,"CALLE KAPELAMENDI , 1 - PABELLON 43",VITORIA-GASTEIZ,94528...,,,Sociedad limitada,www.aside.es,,"4 marcas, entre ellas: ASIDE AGRUPACION DE SUMINISTROS INDUSTRIALES DE ESPAÑA, S.L., SINEX...",Comercio al por mayor de otra maquinaria y equipo
4669,46.859,4.631,ESPERIA S A,grande,https://ranking-empresas.eleconomista.es/ESPERIA.html,Esperia S A,Comercio al por mayor de maquinaria y equipo industrial.,"CALLE ARANGUTXI (PG IND DE JUNDIZ) , 13",VITORIA-GASTEIZ,94529...,,94529...,Sociedad anónima,www.esperia.es,,"21 marcas, entre ellas: ESPERIA, HIDROSTOCK...",Comercio al por mayor de otra maquinaria y equipo
4669,53.921,1.997,MAQUINARIA GAICOR SL,grande,https://ranking-empresas.eleconomista.es/MAQUINARIA-GAICOR.html,Maquinaria Gaicor Sl,Comercio al por mayor de maquinaria industrial.,"CALLE MADRID , 2 - ENTREPLANTA",VITORIA-GASTEIZ,94527...,,94527...,Sociedad limitada,,,,Comercio al por mayor de otra maquinaria y equipo
4669,58.506,9.662,MAQUINARIA AGRICOLA CARIÑANOS SA,grande,https://ranking-empresas.eleconomista.es/MAQUINARIA-AGRICOLA-CARINANOS.html,Maquinaria Agricola Cariñanos Sa,Comercio al por menor de maquinaria agrícola y reparación.,"POLIGONO GALZAR (C/ GURUTZE BIDE, 4)",AGURAIN/SALVATIERRA,94530...,,,Sociedad anónima,www.carinanos.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,59.649,2.436,IRIBARRI TELECONTROL SL,grande,https://ranking-empresas.eleconomista.es/IRIBARRI-TELECONTROL.html,Iribarri Telecontrol Sl,Accesorios de equipos de radiocontrol.,"CALLE BARRATXI , 2 - PABELLON 9",VITORIA-GASTEIZ,94514...,,,Sociedad limitada unipersonal,www.iribarri.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,63.159,2.083,SUMINISTROS URIARTE SA,mediana,https://ranking-empresas.eleconomista.es/SUMINISTROS-URIARTE.html,Suministros Uriarte Sa,Comercio al por mayor de suministros industriales.,"CALLE PORTAL DE GAMARRA , 9 - PABELLON 0001",VITORIA-GASTEIZ,94526...,,,Sociedad anónima,www.uriarteindustrial.com,,"U URIARTE INDUSTRIAL, URIARTE INDUSTRIAL",Comercio al por mayor de otra maquinaria y equipo
4669,77.897,566,"GARZON GLOBAL PACKAGING SOLUTIONS, S.L.",mediana,https://ranking-empresas.eleconomista.es/GARZON-GLOBAL-PACKAGING-SOLUTIONS.html,"Garzon Global Packaging Solutions, S.l.","Fabricación y comercialización de manufacturas de alambre y fleje, telas y mallas metálicas, alambre, grapas, cintas adhesivas, sean propios o ajenos y en general otros artículos derivados del alambre y del hierro","CALLE SAN MIGUEL (POL. INDUSTRIAL CASABLANCA) , 68",LAGUARDIA,94510...,,,Sociedad limitada unipersonal,www.grupogarzon.es,,,Comercio al por mayor de otra maquinaria y equipo
4669,87.672,26.493,CEBUTOR SL,mediana,https://ranking-empresas.eleconomista.es/CEBUTOR.html,Cebutor Sl,Venta mayor de productos de plástico para sujeccion de vías de trenes,"CALLE ALIBARRA (POL IND ALI-COBEO) , 56 - BJ",VITORIA-GASTEIZ,94524...,,94524...,Sociedad limitada,www.cebutor.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,88.14,9.629,NISSEN ELEKTROBAU IBERICA SL,mediana,https://ranking-empresas.eleconomista.es/NISSEN-ELEKTROBAU-IBERICA.html,Nissen Elektrobau Iberica Sl,"Fabricación y comercialización de elementos de señalización (semáforos para obras, balizas....)y equipamientos para vehículos (sistemas mixtos para vehículos, detectores de velocidad....)","CALLE MENDIZABALA , 126",VITORIA-GASTEIZ,650.....,,,Sociedad limitada,www.nissen-germany.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,89.887,81.117,MARKETING & MAQUINAS INTERNACIONAL S L,mediana,https://ranking-empresas.eleconomista.es/MARKETING-MAQUINAS-INTERNACIONAL.html,Marketing & Maquinas Internacional S L,Alquiler y venta de maquinaria de construcción,"AVENIDA DE LOS OLMOS (PQ EMPRESARIAL INBISA) , 1 - ED D-1, OF 202",VITORIA-GASTEIZ,94522...,,,Sociedad limitada,www.markmaq.es,www.markmaq.com,,Comercio al por mayor de otra maquinaria y equipo
4669,116.208,30.098,MIDA MAQUINARIA SL,mediana,https://ranking-empresas.eleconomista.es/MIDA-MAQUINARIA.html,Mida Maquinaria Sl,Fabricación y venta al menor de maquinaria para artes gráficas,"CALLE PADULETA , 39",VITORIA-GASTEIZ,94529...,,,Sociedad limitada,www.midamaquinaria.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,123.518,23.44,"ARAMADI TMP, S.L.",mediana,https://ranking-empresas.eleconomista.es/ARAMADI-TMP.html,"Aramadi Tmp, S.l.",Comercio al por mayor y almacenaje de cables conductores de electricidad.,"CALLE SAN MIGUEL DE ATXA , 2 -4 PGNO. ALI GOBEO",VITORIA-GASTEIZ,94520...,,,Sociedad limitada,www.mayvan.es,,OMAYBAN CONDUCTORES ELECTRICOS,Comercio al por mayor de otra maquinaria y equipo
4669,134.655,9.518,EXCLUSIVAS REIN SA,mediana,https://ranking-empresas.eleconomista.es/EXCLUSIVAS-REIN.html,Exclusivas Rein Sa,Comercio al por mayor de cadenas porta cables.,"CALLE PORTAL DE GAMARRA , 36 - PABELLON 14",VITORIA-GASTEIZ,94512...,,94526...,Sociedad anónima,www.exrein.es,,REIN SOLUTIONS,Comercio al por mayor de otra maquinaria y equipo
4669,135.49,22.439,"PALAS JEREZ ARIDOS, S.L.",mediana,https://ranking-empresas.eleconomista.es/PALAS-JEREZ-ARIDOS.html,"Palas Jerez Aridos, S.l.","La compraventa de piezas, productos y material de fundición y accesorios anti desgaste. La compraventa y alquiler de máquinas y herramientas para la industria, nuevas y usadas. Carga y descarga de remolacha y de cualquier otro pproducto con palas mecánicas. Transporte de mercancias por carretera. Ag","AVENIDA SAN PRUDENCIO , 42",VITORIA-GASTEIZ,630.....,,,Sociedad limitada unipersonal,,,,Comercio al por mayor de otra maquinaria y equipo
4669,141.159,18.964,DINAMICAS DE SEGURIDAD SL,mediana,https://ranking-empresas.eleconomista.es/DINAMICAS-SEGURIDAD.html,Dinamicas De Seguridad Sl,Comercialización de maquinaria industrial para el sector de la construcción.,"AVENIDA SAN BLAS , 13 - PG IND",LEGUTIO,94546...,,94546...,Sociedad limitada,www.dsaf.es,,"7 marcas, entre ellas: DSAF, ELEDS-TUNNEL...",Comercio al por mayor de otra maquinaria y equipo
4669,162.064,15.301,EQUIPOS VF U SL,mediana,https://ranking-empresas.eleconomista.es/EQUIPOS-VF.html,Equipos Vf U Sl,EL DISENO DESARROLLO FABRICACION DISTRIBUCION EXPORTACION FORMACION SERVICIO MANTENIMIENTO E INSTALACION DE EQUIPOS DE DESCONTAMINACION DE VEHICULOS.,"CALLE ALBA , 39 - B",VITORIA-GASTEIZ,666.....,,,Sociedad limitada,,,,Comercio al por mayor de otra maquinaria y equipo
4669,162.711,(ND),"SUCOY SUMINISTROS, S.L.",mediana,https://ranking-empresas.eleconomista.es/SUCOY-SUMINISTROS.html,"Sucoy Suministros, S.l.","EL COMERCIO AL POR MAYOR Y MENOR, LA IMPORTACION Y EXPORTACION DE TODA CLASE DE PRODUCTOS, MAQUINARIA Y MATERIAL PARA LA INDUSTRIA","CALLE JOSE MARIA CAGIGAL , 12",VITORIA-GASTEIZ,94546...,,,Sociedad limitada unipersonal,,,,Comercio al por mayor de otra maquinaria y equipo
4669,195.757,15.097,AGROJUNDIZ S.L.,mediana,https://ranking-empresas.eleconomista.es/AGROJUNDIZ.html,Agrojundiz S.l.,Comercio al por mayor de maquinaria agricola,"CALLE GEREZPEA (POL INDUSTRIAL DE JUN) , 17",VITORIA-GASTEIZ,94537...,,,Sociedad limitada,,,,Comercio al por mayor de otra maquinaria y equipo
4669,203.977,10.841,BROTOTERMIC SL,mediana,https://ranking-empresas.eleconomista.es/BROTOTERMIC.html,Brototermic Sl,COMERCIALIZACION INTER INDUSTRIAL DE MAQUINARIA Y MATERIAL ELECTRICO.,"CALLE PINTOR MAURO ORTIZ DE URBINA , 7 - B",VITORIA-GASTEIZ,94514...,,94522...,Sociedad limitada,www.brototermic.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,212.253,56.756,EXCLUSIVAS CANTABRANA SL,pequeña,https://ranking-empresas.eleconomista.es/EXCLUSIVAS-CANTABRANA.html,Exclusivas Cantabrana Sl,Mantenimiento y maquinaria para hostelería,"CALLE ISAAC ALBENIZ , 4 - BAJO",VITORIA-GASTEIZ,94526...,,,Sociedad limitada,www.exclusivascantabrana.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,234.195,12.948,MOTORES Y BOMBAS VITORIA SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/MOTORES-BOMBAS-VITORIA.html,Motores Y Bombas Vitoria Sociedad Limitada.,"Compraventa de bombas de fluidos líquidos, reparación y mantenimiento de las mismas","CALLE OREITIASOLO , 2 - PABELLON 18",VITORIA-GASTEIZ,94512...,,,Sociedad limitada,,,,Comercio al por mayor de otra maquinaria y equipo
4669,240.753,30.626,ODRACIR RIOJA ALAVESA SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/ODRACIR-RIOJA-ALAVESA.html,Odracir Rioja Alavesa Sociedad Limitada.,"EQUIPAMIENTO, MANTENIMIENTO Y MAQUINARIA PARA BODEGAS","CARRETERA NVARIDAS PABELLON , 3",LAGUARDIA,94514...,,,Sociedad limitada,www.odracir.com.es,,,Comercio al por mayor de otra maquinaria y equipo
4669,243.131,89.974,COYBI SUMINISTROS SL,pequeña,https://ranking-empresas.eleconomista.es/COYBI-SUMINISTROS.html,Coybi Suministros Sl,Distribución de suministros industriales.,"CALLE PADULETA (POL. INDUSTRIAL DE JUNDIZ) , 63 - MODULO 15",VITORIA-GASTEIZ,94546...,,94546...,Sociedad limitada unipersonal,www.coybi.com,,COYBI SUMINISTROS,Comercio al por mayor de otra maquinaria y equipo
4669,270.545,(ND),DEBEUF MANUTENCION SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/DEBEUF-MANUTENCION.html,Debeuf Manutencion Sociedad Limitada.,"La explotación, mantenimiento y reparación de maquinaria industrial","CALLE ALDAITURRIAGA , 7",AMURRIO,688.....,,,Sociedad limitada unipersonal,www.sdml-group.com/es,,,Comercio al por mayor de otra maquinaria y equipo
4669,279.231,28.603,SUMINISTROS SIFOME SL,pequeña,https://ranking-empresas.eleconomista.es/SUMINISTROS-SIFOME.html,Suministros Sifome Sl,"IMPORTACION, EXPORTACION Y EL COMERCIO AL POR MAYOR Y MENOR DE ACCESORIOS Y PIEZAS DE FUNDICION ASI COMO DE FERRETERIA EN GENERAL Y MAQUINARIA Y ELEMENTOS RELACIONADOS CON LA FUNDICION DE METALES Y ALEACIONES, ASI COMO D","CALLE BAIONA , 49 - PISO 3 E",VITORIA-GASTEIZ,647.....,,94523...,Sociedad limitada,www.sifomeweb.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,286.117,(ND),DIGITEX SOLUCIONES DOCUMENTALES SL,pequeña,https://ranking-empresas.eleconomista.es/DIGITEX-SOLUCIONES-DOCUMENTALES.html,Digitex Soluciones Documentales Sl,"COMERCIO DE FOTOCOPIADORAS, FAX E IMPRESORAS.","AVENIDA DE GASTEIZ , 40",VITORIA-GASTEIZ,666.....,,,Sociedad limitada,,,,Comercio al por mayor de otra maquinaria y equipo
4669,300.534,160.965,"FEBAD SOLUCIONES INDUSTRIALES, S.L.",pequeña,https://ranking-empresas.eleconomista.es/FEBAD-SOLUCIONES-INDUSTRIALES.html,"Febad Soluciones Industriales, S.l.","SERVICIOS TECNICOS ELE INGENIERIA, ASISTENCIA TECNICA, PUESTA EN MARCHA DE MAQUINARIA Y MONTAJE DE INSTALACIONES. ACTIVIDADES DE FORMACION, Y DE INVESTIGACION Y DESARROLLO E INNOVACION TECNOLOGICA","CALLE PARRAZAL (ETXABARRI IBIÑA ZIGOITIA .) , 6",ZIGOITIA,661.....,,,Sociedad limitada,www.euromaher.com,,,Comercio al por mayor de otra maquinaria y equipo
4669,309.486,37.124,"SISTEMAS OMO VITORIA, S.L.",pequeña,https://ranking-empresas.eleconomista.es/SISTEMAS-OMO-VITORIA.html,"Sistemas Omo Vitoria, S.l.","Comercio al por mayor y menor de todo tipo de maquinaria y productos interindustriales, así como los servicios, técnicos, de diseño y reparación, para la empresa relativos a los procedimientos de la producción","CALLE MENDIGORRITXU , 138 - PABELLON 6",VITORIA-GASTEIZ,646.....,,,Sociedad limitada,www.sistemasomo.es,,,Comercio al por mayor de otra maquinaria y equipo
4669,333.733,62.075,RDC SMART SOLUTIONS SOCIEDAD LIMITADA.,pequeña,https://ranking-empresas.eleconomista.es/RDC-SMART-SOLUTIONS.html,Rdc Smart Solutions Sociedad Limitada.,"La compraventa al por mayor y menor de maquinaria, componentes y accesorios, así como su comercialización, distribución, transportes, exportación e importación","CALLE PORTAL DE BERGARA , 2 - B",VITORIA-GASTEIZ,92332...,,,Sociedad limitada unipersonal,,,,Comercio al por mayor de otra maquinaria y equipo
4669,352.828,20.63,DIGIBOT TECH S.L.,pequeña,https://ranking-empresas.eleconomista.es/DIGIBOT-TECH.html,Digibot Tech S.l.,ACTIVIDAD PRINCIPAL 8559 OTRA EDUCACION NCOP OTRAS ACTIVIDADES: FABRICACION DE OTRA MAQUINARIA PARA USOS ESPECIFICOS NCOP COMERCIO AL POR MAYOR DE OTRA MAQUINARIA Y EQUIPO Y OTRAS ACTIVIDADES EDITORIALES,"AVENIDA LOS DERECHOS HUMANOS , 13 - BJ",VITORIA-GASTEIZ,688.....,,,Sociedad limitada,www.tibot.es,,TIBOT,Comercio al por mayor de otra maquinaria y equipo
4669,442.6,126.607,ALDAMA COMPONENTES SL,pequeña,https://ranking-empresas.eleconomista.es/ALDAMA-COMPONENTES.html,Aldama Componentes Sl,Comercio al por mayor de maquinaria de elevación.,"CALLE CASTILLO DE QUEJANA , 11 - OF 17",VITORIA-GASTEIZ,94515...,,94515...,Sociedad limitada,www.alcosl.com,,,Comercio al por mayor de otra maquinaria y equipo
4671,43.497,2.073,ESTACION DE SERVICIO MUÑOZ SA,grande,https://ranking-empresas.eleconomista.es/ESTACION-SERVICIO-MUNOZ.html,Estacion De Servicio Muñoz Sa,Estación de servicio.,"CARRETERA VITORIA-ESTELLA , 24",CAMPEZO/KANPEZU,94541...,,94541...,Sociedad anónima,,,,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares"
4671,52.125,6.711,"DISNORTE COMBUSTIBLES, SOCIEDAD LIMITADA.",grande,https://ranking-empresas.eleconomista.es/DISNORTE-COMBUSTIBLES.html,"Disnorte Combustibles, Sociedad Limitada.","Comercio al por mayor y menor de combustibles, aceites e hidrcarburos. Compraventa y arrendamiento de bienes inmuebles. La sociedad actuará como mediadora o intermediadora en aquellas actividades que sean propias de las sociedades profesionales",CALLE VALDEGOVIA/GAUBEA (POL IND),VALDEGOVIA/GAUBEA,,,,Sociedad limitada,,,,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares"
4671,52.328,13.2,DISPETROL ONAINDIA SL,grande,https://ranking-empresas.eleconomista.es/DISPETROL-ONAINDIA.html,Dispetrol Onaindia Sl,Explotación y gestión de un gasocentro.,"CALLE C (POL. INDUSTRIAL LOS LLANOS) , 1 - BAJO 10",IRUÑA OKA/IRUÑA DE OCA,94536...,,94526...,Sociedad limitada,www.dispetrol.es,,DISPETROL ONAINDIA,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares"
4671,78.207,81,ESTACION DE SERVICIO GORBEA SL,mediana,https://ranking-empresas.eleconomista.es/ESTACION-SERVICIO-GORBEA.html,Estacion De Servicio Gorbea Sl,Estación de servicio con comercio al por menor de alimentación.,"CALLE URARTEA , 23",VITORIA-GASTEIZ,94521...,,,Sociedad limitada unipersonal,www.aviaforonda.es,www.aviaforonda.com,,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares"
4671,143.451,13.47,LUBRICANTES ARRIAGA SL,mediana,https://ranking-empresas.eleconomista.es/LUBRICANTES-ARRIAGA.html,Lubricantes Arriaga Sl,Distribución de Lubricantes.,"CALLE JUNDIZ , 4 - NAVE E. PAB 8",VITORIA-GASTEIZ,94529...,,94529...,Sociedad limitada,www.grupoarriaga.es,,,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares"
4671,238.503,50.405,SUMINISTROS ARRIAGA SL,pequeña,https://ranking-empresas.eleconomista.es/SUMINISTROS-ARRIAGA.html,Suministros Arriaga Sl,"COMPRAVENTA DE MAQUINARIA, HERRAMIENTAS RELACIONADO CON LA HIGIENE Y PROTECCION INDUSTRIAL.","CALLE JUNDIZ , 4 - NAVE E PAB 8",VITORIA-GASTEIZ,94529...,,94529...,Sociedad limitada,,,,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares"
